iter	Logloss
0	0.5139276663
1	0.3671585749
2	0.2499270939
3	0.1987783224
4	0.1661915985
5	0.1189951617
6	0.1085486554
7	0.08530005872
8	0.07148428792
9	0.06080880325
10	0.05512017688
11	0.05088827079
12	0.04596987566
13	0.04295120317
14	0.0404430989
15	0.03874070957
16	0.03772774122
17	0.03615236957
18	0.03470366099
19	0.0327380291
20	0.03143494332
21	0.0309335764
22	0.0308201905
23	0.02964723431
24	0.02939491299
25	0.02885176062
26	0.02792590027
27	0.02749804834
28	0.02682398813
29	0.02639678414
30	0.02630349108
31	0.02538695843
32	0.02478122319
33	0.0240154972
34	0.02373159047
35	0.023301972
36	0.02317852233
37	0.02303986713
38	0.02272429646
39	0.02224187962
40	0.02167576962
41	0.0215583434
42	0.02100882665
43	0.02079420771
44	0.02052516652
45	0.02017686241
46	0.01960094534
47	0.01951437056
48	0.01943022835
49	0.01910518798
50	0.01895823326
51	0.01878213152
52	0.01874021878
53	0.01837623597
54	0.01812736151
55	0.0180682135
56	0.01769682055
57	0.01742211033
58	0.01733661123
59	0.01730016869
60	0.01706831958
61	0.01706786484
62	0.01659564368
63	0.01649974843
64	0.01630418779
65	0.01621861667
66	0.01620056116
67	0.01587391683
68	0.01567916558
69	0.01534641
70	0.014791582
71	0.0145274194
72	0.01451861195
73	0.01446761991
74	0.01424620398
75	0.01413906608
76	0.01413128892
77	0.0139920577
78	0.01390414743
79	0.01382043328
80	0.01362241696
81	0.01345696667
82	0.01330948633
83	0.01305590068
84	0.0129793208
85	0.01278548071
86	0.01264429335
87	0.01250268039
88	0.01236019987
89	0.01233751382
90	0.01217836683
91	0.01206918002
92	0.01195673012
93	0.01178119528
94	0.01165028461
95	0.01153189385
96	0.01151293609
97	0.01142020773
98	0.01127648793
99	0.01119277798
100	0.01112009857
101	0.01106132421
102	0.01084108118
103	0.01072328431
104	0.01061077847
105	0.01050962824
106	0.01042341574
107	0.01019887215
108	0.01016022288
109	0.01003282895
110	0.009994156556
111	0.009860379933
112	0.009698127937
113	0.009659261904
114	0.009543671917
115	0.009491451586
116	0.009341002945
117	0.009268927985
118	0.009174449211
119	0.009157818139
120	0.009100357339
121	0.008959155314
122	0.008867238838
123	0.008747346401
124	0.008732961605
125	0.008662912286
126	0.008556283319
127	0.008478862961
128	0.008394133123
129	0.00833668033
130	0.008239429837
131	0.008202981644
132	0.008133735974
133	0.008018154197
134	0.007878885402
135	0.007849576694
136	0.007815791278
137	0.007803162479
138	0.007789776859
139	0.007685755289
140	0.007663273442
141	0.007597756402
142	0.00755748673
143	0.007530329781
144	0.007415787539
145	0.007361327407
146	0.007337382971
147	0.007269492546
148	0.007239834741
149	0.007177842774
150	0.007131379975
151	0.006994801862
152	0.006953896676
153	0.006883082033
154	0.006830640069
155	0.006728128668
156	0.006682534387
157	0.006648980324
158	0.006551643219
159	0.00651173803
160	0.006496345274
161	0.006463428086
162	0.006427102265
163	0.006370455366
164	0.006259068874
165	0.006148574036
166	0.006097469932
167	0.006003467464
168	0.005995971149
169	0.00598936781
170	0.005923709665
171	0.005916257461
172	0.005818692083
173	0.0057005757
174	0.005678224097
175	0.005651501841
176	0.005640733128
177	0.005565031429
178	0.005513261231
179	0.005490861172
180	0.005440762405
181	0.005409810513
182	0.00537460421
183	0.005324418033
184	0.005294620806
185	0.005272630712
186	0.005239667292
187	0.005168880147
188	0.005151144084
189	0.005108623862
190	0.005056648214
191	0.005019865452
192	0.004997784284
193	0.004970462931
194	0.004939915215
195	0.004870856251
196	0.004858421213
197	0.004854308697
198	0.004825054276
199	0.004791818032
200	0.004761768773
201	0.004753444914
202	0.004709953029
203	0.004680752151
204	0.00467298201
205	0.004632585223
206	0.004602880424
207	0.004591312302
208	0.004584187501
209	0.004561987228
210	0.004536094596
211	0.004505733344
212	0.004479302588
213	0.004467040354
214	0.004444983151
215	0.00442279076
216	0.00441000878
217	0.004340595699
218	0.004335074818
219	0.004300321396
220	0.004252214233
221	0.004240927377
222	0.004186686542
223	0.004167628908
224	0.004147375265
225	0.004117239212
226	0.00409731565
227	0.004079686881
228	0.004071655704
229	0.004051608026
230	0.004001728039
231	0.00398638616
232	0.003961887818
233	0.003958242559
234	0.003951313411
235	0.003948020938
236	0.003913973469
237	0.003909434283
238	0.003894169204
239	0.003891663745
240	0.003877033541
241	0.003864340269
242	0.003848005515
243	0.00383644369
244	0.003829487054
245	0.003774262166
246	0.003761447198
247	0.003731753637
248	0.00372445463
249	0.003678118865
250	0.003662178802
251	0.003651431794
252	0.003637624573
253	0.00359761064
254	0.003594796565
255	0.0035717116
256	0.003567751899
257	0.003534639101
258	0.003529699868
259	0.00349739544
260	0.003475000916
261	0.003455508332
262	0.003434210944
263	0.003415449421
264	0.003401342576
265	0.003385054571
266	0.003370674975
267	0.003352317834
268	0.003327120394
269	0.003316083555
270	0.003303045582
271	0.003291672723
272	0.00328635552
273	0.00325746027
274	0.003232737213
275	0.003226723707
276	0.003206476299
277	0.003196505456
278	0.003165688576
279	0.00315571662
280	0.003147865298
281	0.00313880429
282	0.003131581388
283	0.003119600967
284	0.00309780804
285	0.003088619229
286	0.003075728088
287	0.003067740908
288	0.003050776974
289	0.00302374065
290	0.003004701949
291	0.003000545923
292	0.002949290882
293	0.00293801487
294	0.002915727689
295	0.002913549847
296	0.002909652965
297	0.002907262761
298	0.00290528021
299	0.002894026244
